frame_num, time in sec, dominant OF mag, dominant OF ang, pan, tilt, zoom
5, 0.208541875209, nan, 171.641724937, False, False, False
10, 0.417083750417, nan, nan, False, False, False
15, 0.625625625626, nan, 154.738755269, False, False, False
20, 0.834167500834, nan, 76.8615803906, False, False, False
25, 1.04270937604, nan, 104.496689697, False, False, False
30, 1.25125125125, nan, 172.104142404, False, False, False
35, 1.45979312646, nan, 229.033017815, False, False, False
40, 1.66833500167, nan, 101.644272926, False, False, False
45, 1.87687687688, nan, 88.0961555752, False, False, False
50, 2.08541875209, nan, 268.119349076, False, False, False
55, 2.29396062729, nan, 284.883064847, False, False, False
60, 2.5025025025, nan, 269.075794126, False, False, False
65, 2.71104437771, nan, 287.302946228, False, False, False
70, 2.91958625292, nan, 275.025517271, False, False, False
75, 3.12812812813, nan, nan, False, False, False
80, 3.33667000334, 0.654428899288, nan, False, False, False
85, 3.54521187855, 0.40006634593, 85.9802517628, False, False, False
90, 3.75375375375, nan, nan, False, False, False
95, 3.96229562896, 0.40947586298, nan, False, False, False
100, 4.17083750417, nan, nan, False, False, False
105, 4.37937937938, nan, nan, False, False, False
110, 4.58792125459, nan, 62.7190248462, False, False, False
115, 4.7964631298, nan, 56.1019068424, False, False, False
120, 5.00500500501, nan, 160.679339621, False, False, False
125, 5.21354688021, nan, 270.764517417, False, False, False
130, 5.42208875542, nan, 258.906325471, False, False, False
135, 5.63063063063, nan, 80.649555493, False, False, False
140, 5.83917250584, nan, nan, False, False, False
145, 6.04771438105, nan, 284.753673743, False, False, False
150, 6.25625625626, nan, 203.220640111, False, False, False
155, 6.46479813146, nan, nan, False, False, False
160, 6.67334000667, nan, 260.145868202, False, False, False
165, 6.88188188188, nan, 222.680668679, False, False, False
170, 7.09042375709, nan, 261.171626011, False, False, False
175, 7.2989656323, nan, 224.096512253, False, False, False
180, 7.50750750751, nan, nan, False, False, False
185, 7.71604938272, nan, 76.7640247987, False, False, False
190, 7.92459125792, nan, 87.3489123895, False, False, False
195, 8.13313313313, nan, 98.2284475108, False, False, False
200, 8.34167500834, nan, 92.5507981217, False, False, False
205, 8.55021688355, nan, 226.183476554, False, False, False
210, 8.75875875876, nan, 108.565829537, False, False, False
215, 8.96730063397, nan, 218.498256983, False, False, False
220, 9.17584250918, nan, 130.804283436, False, False, False
225, 9.38438438438, nan, 111.775806711, False, False, False
230, 9.59292625959, nan, 187.543457174, False, False, False
235, 9.8014681348, nan, 257.340709509, False, False, False
240, 10.01001001, 0.394951343536, 233.189024001, True, False, False
245, 10.2185518852, 2.16982412338, 115.592495928, True, False, False
250, 10.4270937604, 5.2465429306, 126.49950207, True, False, False
255, 10.6356356356, 12.7642803192, 185.507623669, True, False, False
260, 10.8441775108, 8.47924995422, 285.060485841, True, False, False
265, 11.0527193861, 4.87532329559, 311.849607917, True, False, False
270, 11.2612612613, 2.79122400284, 122.405008569, True, False, False
275, 11.4698031365, 7.93312883377, 115.210346844, True, False, False
280, 11.6783450117, 1.19154345989, 288.449243216, False, True, False
285, 11.8868868869, 0.927960157394, 79.8498359638, True, False, False
