frame_num, time in sec, dominant OF mag, dominant OF ang, pan, tilt, zoom
5, 0.208541875209, 1.5780403614, nan, False, False, False
10, 0.417083750417, 1.56802868843, nan, False, False, False
15, 0.625625625626, 1.57844436169, nan, False, False, False
20, 0.834167500834, 1.5918828249, nan, False, False, False
25, 1.04270937604, 1.54063487053, nan, False, False, False
30, 1.25125125125, 1.53700840473, nan, False, False, False
35, 1.45979312646, 1.4887894392, nan, False, False, False
40, 1.66833500167, 1.4509960413, nan, False, False, False
45, 1.87687687688, 1.4729539156, nan, False, False, False
50, 2.08541875209, 1.47771275043, nan, False, False, False
55, 2.29396062729, 1.44176959991, nan, False, False, False
60, 2.5025025025, 1.45614790916, nan, False, False, False
65, 2.71104437771, 1.45695519447, nan, False, False, False
70, 2.91958625292, 1.43491303921, nan, False, False, False
75, 3.12812812813, 1.44401538372, nan, False, False, False
80, 3.33667000334, 1.44351303577, nan, False, False, False
85, 3.54521187855, 1.47336089611, nan, False, False, False
90, 3.75375375375, 1.47123062611, nan, False, False, False
95, 3.96229562896, 1.48581790924, nan, False, False, False
100, 4.17083750417, 1.47954535484, nan, False, False, False
105, 4.37937937938, 1.52870118618, nan, False, False, False
110, 4.58792125459, 1.50632190704, nan, False, False, False
115, 4.7964631298, 1.54359722137, nan, False, False, False
120, 5.00500500501, 1.55546200275, nan, False, False, False
125, 5.21354688021, 1.56286847591, nan, False, False, False
130, 5.42208875542, 1.58947634697, nan, False, False, False
135, 5.63063063063, 1.58548104763, nan, False, False, False
140, 5.83917250584, 1.57694041729, nan, False, False, False
145, 6.04771438105, 1.62512767315, nan, False, False, False
150, 6.25625625626, 1.59257864952, nan, False, False, False
155, 6.46479813146, 1.62079358101, nan, False, False, False
160, 6.67334000667, 1.58097720146, nan, False, False, False
165, 6.88188188188, 1.53822672367, nan, False, False, False
170, 7.09042375709, 1.50466012955, nan, False, False, False
175, 7.2989656323, 1.47777616978, nan, False, False, False
180, 7.50750750751, 1.44928252697, nan, False, False, False
185, 7.71604938272, 1.4412560463, nan, False, False, False
190, 7.92459125792, 1.42015600204, nan, False, False, False
195, 8.13313313313, 1.42551875114, nan, False, False, False
200, 8.34167500834, 1.45836186409, nan, False, False, False
205, 8.55021688355, 1.57399272919, nan, False, False, False
210, 8.75875875876, 1.59947526455, nan, False, False, False
215, 8.96730063397, 1.64144182205, nan, False, False, False
220, 9.17584250918, 1.61813628674, nan, False, False, False
225, 9.38438438438, 1.76591217518, nan, False, False, False
230, 9.59292625959, 1.75442433357, nan, False, False, False
235, 9.8014681348, 1.71284615993, nan, False, False, False
240, 10.01001001, 1.82233119011, nan, False, False, False
245, 10.2185518852, 2.15474367142, nan, False, False, False
250, 10.4270937604, 2.10706567764, nan, False, False, False
255, 10.6356356356, 2.00771737099, nan, False, False, False
260, 10.8441775108, 2.01129198074, nan, False, False, False
265, 11.0527193861, 1.91027057171, nan, False, False, False
270, 11.2612612613, 1.91933870316, nan, False, False, False
275, 11.4698031365, 1.91652154922, nan, False, False, False
280, 11.6783450117, 2.30865287781, 262.777184919, False, True, False
285, 11.8868868869, 2.63715958595, 271.193972392, False, True, False
290, 12.0954287621, 2.5246629715, 269.865172749, False, True, False
295, 12.3039706373, 2.46443796158, 272.972826859, False, True, False
300, 12.5125125125, 2.23004031181, 271.16610522, False, True, False
305, 12.7210543877, 2.11409020424, nan, False, True, False
310, 12.9295962629, 2.12404680252, nan, False, False, False
315, 13.1381381381, 1.97724246979, nan, False, False, False
320, 13.3466800133, 1.92531132698, nan, False, False, False
325, 13.5552218886, 1.99172735214, nan, False, False, False
330, 13.7637637638, 1.83656036854, nan, False, False, False
335, 13.972305639, 1.68465292454, nan, False, False, False
340, 14.1808475142, 1.64701986313, nan, False, False, False
345, 14.3893893894, 1.65232110023, nan, False, False, False
350, 14.5979312646, 1.65267908573, nan, False, False, False
355, 14.8064731398, 1.64159607887, nan, False, False, False
360, 15.015015015, 1.67179703712, nan, False, False, False
365, 15.2235568902, 1.64213716984, nan, False, False, False
370, 15.4320987654, 1.67190134525, nan, False, False, False
375, 15.6406406406, 1.68827545643, nan, False, False, False
380, 15.8491825158, 1.69477534294, nan, False, False, False
385, 16.0577243911, 1.7591946125, nan, False, False, False
390, 16.2662662663, 1.727840662, nan, False, False, False
395, 16.4748081415, 1.70134079456, nan, False, False, False
400, 16.6833500167, 1.70909154415, nan, False, False, False
405, 16.8918918919, 1.7057595253, nan, False, False, False
410, 17.1004337671, 1.67707490921, nan, False, False, False
415, 17.3089756423, 1.68451845646, nan, False, False, False
420, 17.5175175175, 1.69123709202, nan, False, False, False
425, 17.7260593927, 1.66430938244, nan, False, False, False
430, 17.9346012679, 1.69822645187, nan, False, False, False
435, 18.1431431431, 1.6910315752, nan, False, False, False
440, 18.3516850184, 1.65745413303, nan, False, False, False
445, 18.5602268936, 1.68406963348, nan, False, False, False
450, 18.7687687688, 1.66460502148, nan, False, False, False
455, 18.977310644, 1.63628160954, nan, False, False, False
460, 19.1858525192, 1.6496925354, nan, False, False, False
465, 19.3943943944, 1.65297091007, nan, False, False, False
470, 19.6029362696, 1.62433540821, nan, False, False, False
475, 19.8114781448, 1.62517237663, nan, False, False, False
480, 20.02002002, 1.60110247135, nan, False, False, False
485, 20.2285618952, 1.57711219788, nan, False, False, False
490, 20.4371037704, 1.60478925705, nan, False, False, False
495, 20.6456456456, 1.61428153515, nan, False, False, False
500, 20.8541875209, 1.76661205292, nan, False, False, False
505, 21.0627293961, 1.8502613306, nan, False, False, False
510, 21.2712712713, 1.96326625347, nan, False, False, False
515, 21.4798131465, 1.98146510124, nan, False, False, False
520, 21.6883550217, 1.96840023994, nan, False, False, False
525, 21.8968968969, 2.06103491783, nan, False, False, False
530, 22.1054387721, 1.99670708179, nan, False, False, False
535, 22.3139806473, 2.06661319733, nan, False, False, False
540, 22.5225225225, 2.00163531303, nan, False, False, False
545, 22.7310643977, 2.00048494339, nan, False, False, False
550, 22.9396062729, 1.9074202776, nan, False, False, False
555, 23.1481481481, 1.88970386982, nan, False, False, False
560, 23.3566900234, 1.93680679798, nan, False, False, False
565, 23.5652318986, 1.95892715454, nan, False, False, False
570, 23.7737737738, 2.01136493683, nan, False, False, False
575, 23.982315649, 2.02792429924, nan, False, False, False
580, 24.1908575242, 1.92391347885, nan, False, False, False
585, 24.3993993994, 1.91215848923, nan, False, False, False
590, 24.6079412746, 1.94717776775, nan, False, False, False
595, 24.8164831498, 1.92334461212, nan, False, False, False
600, 25.025025025, 1.89670550823, nan, False, False, False
605, 25.2335669002, 1.99126672745, nan, False, False, False
610, 25.4421087754, 1.96578061581, nan, False, False, False
615, 25.6506506507, 1.99417722225, nan, False, False, False
620, 25.8591925259, 1.94907808304, nan, False, False, False
625, 26.0677344011, 1.96715760231, nan, False, False, False
630, 26.2762762763, 1.94216132164, nan, False, False, False
635, 26.4848181515, 1.98804736137, nan, False, False, False
640, 26.6933600267, 1.99252438545, nan, False, False, False
645, 26.9019019019, 2.01165342331, nan, False, False, False
650, 27.1104437771, 2.00040841103, nan, False, False, False
655, 27.3189856523, 2.01331973076, nan, False, False, False
660, 27.5275275275, 1.96871840954, nan, False, False, False
665, 27.7360694027, 1.96234428883, nan, False, False, False
670, 27.9446112779, 1.97210729122, nan, False, False, False
675, 28.1531531532, 1.98965775967, nan, False, False, False
680, 28.3616950284, 1.96631455421, nan, False, False, False
685, 28.5702369036, 1.96129918098, nan, False, False, False
690, 28.7787787788, 1.95548892021, nan, False, False, False
695, 28.987320654, 1.94390511513, nan, False, False, False
700, 29.1958625292, 1.93497359753, nan, False, False, False
705, 29.4044044044, 1.97040688992, nan, False, False, False
710, 29.6129462796, 1.96400463581, nan, False, False, False
715, 29.8214881548, 1.95825564861, nan, False, False, False
720, 30.03003003, 1.97820389271, nan, False, False, False
725, 30.2385719052, 2.00361680984, nan, False, False, False
730, 30.4471137804, 1.99480044842, nan, False, False, False
735, 30.6556556557, 1.97306239605, nan, False, False, False
740, 30.8641975309, 2.01667094231, nan, False, False, False
745, 31.0727394061, 2.02024316788, nan, False, False, False
750, 31.2812812813, 1.97554337978, nan, False, False, False
755, 31.4898231565, 1.99614524841, nan, False, False, False
760, 31.6983650317, 1.98760044575, nan, False, False, False
765, 31.9069069069, 1.94151067734, nan, False, False, False
770, 32.1154487821, 1.92400765419, nan, False, False, False
775, 32.3239906573, 1.90680503845, nan, False, False, False
780, 32.5325325325, 1.96624171734, nan, False, False, False
785, 32.7410744077, 1.9649579525, nan, False, False, False
790, 32.9496162829, 1.97185480595, nan, False, False, False
795, 33.1581581582, 2.00812554359, nan, False, False, False
800, 33.3667000334, 2.02426409721, nan, False, False, False
805, 33.5752419086, 2.06410527229, nan, False, False, False
810, 33.7837837838, 2.27657699585, nan, False, False, False
815, 33.992325659, 2.36805415154, nan, False, False, False
820, 34.2008675342, 2.63342142105, nan, False, False, False
825, 34.4094094094, 2.81222248077, nan, False, False, False
830, 34.6179512846, 2.94557189941, nan, False, False, False
835, 34.8264931598, 3.32995963097, 205.040721601, True, False, False
840, 35.035035035, 3.33141946793, 204.982992842, True, False, False
845, 35.2435769102, 3.30126285553, 206.547311067, True, False, False
850, 35.4521187855, 3.27846050262, 204.70598769, True, False, False
855, 35.6606606607, 3.33890342712, 205.308519658, True, False, False
860, 35.8692025359, 3.28746438026, 206.098021224, True, False, False
865, 36.0777444111, 3.2468855381, 205.970173743, True, False, False
870, 36.2862862863, 3.23006844521, 206.381815584, True, False, False
875, 36.4948281615, 3.22279024124, 210.345142133, True, False, False
880, 36.7033700367, 3.2202129364, 210.937510779, True, False, False
885, 36.9119119119, 3.17055559158, nan, True, False, False
890, 37.1204537871, 3.1549539566, nan, False, False, False
895, 37.3289956623, 3.1776061058, nan, False, False, False
900, 37.5375375375, 3.18609452248, nan, False, False, False
905, 37.7460794127, 3.16945791245, nan, False, False, False
910, 37.954621288, 3.17236161232, nan, False, False, False
915, 38.1631631632, 3.15722465515, nan, False, False, False
920, 38.3717050384, 3.1770734787, nan, False, False, False
925, 38.5802469136, 3.16645503044, nan, False, False, False
930, 38.7887887888, 3.13453531265, nan, False, False, False
935, 38.997330664, 3.15284061432, nan, False, False, False
940, 39.2058725392, 3.12844729424, nan, False, False, False
945, 39.4144144144, 3.13191986084, nan, False, False, False
950, 39.6229562896, 3.14027523994, nan, False, False, False
955, 39.8314981648, 3.12244510651, nan, False, False, False
960, 40.04004004, 3.15846347809, nan, False, False, False
965, 40.2485819152, 3.14085769653, nan, False, False, False
970, 40.4571237905, 3.13346648216, nan, False, False, False
975, 40.6656656657, 3.13621640205, nan, False, False, False
980, 40.8742075409, 3.13936042786, nan, False, False, False
985, 41.0827494161, 3.13028907776, nan, False, False, False
990, 41.2912912913, 3.04588508606, nan, False, False, False
995, 41.4998331665, 3.01026630402, nan, False, False, False
1000, 41.7083750417, 2.89534640312, nan, False, False, False
1005, 41.9169169169, 2.81675362587, nan, False, False, False
1010, 42.1254587921, 2.77184152603, nan, False, False, False
1015, 42.3340006673, 2.74389624596, nan, False, False, False
1020, 42.5425425425, 2.75742149353, nan, False, False, False
1025, 42.7510844178, 2.75957202911, nan, False, False, False
1030, 42.959626293, 2.73616433144, nan, False, False, False
1035, 43.1681681682, 2.76720356941, nan, False, False, False
1040, 43.3767100434, 2.74661397934, nan, False, False, False
1045, 43.5852519186, 2.78021097183, nan, False, False, False
1050, 43.7937937938, 2.76649880409, nan, False, False, False
1055, 44.002335669, 2.7652451992, nan, False, False, False
1060, 44.2108775442, 2.7635717392, nan, False, False, False
1065, 44.4194194194, 2.77063465118, nan, False, False, False
1070, 44.6279612946, 2.77117300034, nan, False, False, False
1075, 44.8365031698, 2.76755666733, nan, False, False, False
1080, 45.045045045, 2.75089049339, nan, False, False, False
1085, 45.2535869203, 2.7213113308, nan, False, False, False
1090, 45.4621287955, 2.71554255486, nan, False, False, False
1095, 45.6706706707, 2.71959924698, nan, False, False, False
1100, 45.8792125459, 2.71735930443, nan, False, False, False
1105, 46.0877544211, 2.71737766266, nan, False, False, False
1110, 46.2962962963, 2.70122694969, nan, False, False, False
1115, 46.5048381715, 2.70055937767, nan, False, False, False
1120, 46.7133800467, 2.70590138435, nan, False, False, False
1125, 46.9219219219, 2.67591929436, nan, False, False, False
1130, 47.1304637971, 2.65883350372, nan, False, False, False
1135, 47.3390056723, 2.67060565948, nan, False, False, False
1140, 47.5475475475, 2.69298219681, nan, False, False, False
1145, 47.7560894228, 2.6746866703, nan, False, False, False
1150, 47.964631298, 2.66665577888, nan, False, False, False
1155, 48.1731731732, 2.68036055565, nan, False, False, False
1160, 48.3817150484, 2.67003393173, nan, False, False, False
1165, 48.5902569236, 2.71659731865, nan, False, False, False
1170, 48.7987987988, 2.65942406654, nan, False, False, False
1175, 49.007340674, 2.63138461113, nan, False, False, False
1180, 49.2158825492, 2.60905098915, nan, False, False, False
1185, 49.4244244244, 2.58782792091, nan, False, False, False
1190, 49.6329662996, 2.5586540699, nan, False, False, False
1195, 49.8415081748, 2.53742408752, nan, False, False, False
1200, 50.0500500501, 2.54240012169, nan, False, False, False
1205, 50.2585919253, 2.55137968063, nan, False, False, False
1210, 50.4671338005, 2.58323431015, nan, False, False, False
1215, 50.6756756757, 2.57704734802, nan, False, False, False
1220, 50.8842175509, 2.57543540001, nan, False, False, False
1225, 51.0927594261, 2.62340903282, nan, False, False, False
1230, 51.3013013013, 2.62017607689, nan, False, False, False
1235, 51.5098431765, 2.60803437233, nan, False, False, False
1240, 51.7183850517, 2.60647654533, nan, False, False, False
1245, 51.9269269269, 2.5354487896, nan, False, False, False
1250, 52.1354688021, 2.50998544693, nan, False, False, False
1255, 52.3440106773, 2.36440229416, nan, False, False, False
1260, 52.5525525526, 2.26910257339, nan, False, False, False
1265, 52.7610944278, 2.22988700867, nan, False, False, False
1270, 52.969636303, 2.21581053734, nan, False, False, False
1275, 53.1781781782, 2.15727114677, nan, False, False, False
1280, 53.3867200534, 2.08273148537, nan, False, False, False
1285, 53.5952619286, 2.13899803162, nan, False, False, False
1290, 53.8038038038, 2.17305970192, nan, False, False, False
1295, 54.012345679, 2.37974023819, 174.72965346, False, False, False
1300, 54.2208875542, 2.38227367401, nan, False, False, False
1305, 54.4294294294, 2.45515036583, 179.883454661, True, False, False
1310, 54.6379713046, 2.54649353027, 182.123360558, True, False, False
1315, 54.8465131798, 2.48453521729, 184.974568385, True, False, False
1320, 55.0550550551, 2.52496600151, 191.37563043, True, False, False
1325, 55.2635969303, 2.69547390938, 195.164869117, True, False, False
1330, 55.4721388055, 2.6869661808, 195.805308635, True, False, False
1335, 55.6806806807, 2.97981786728, 202.946831488, True, False, False
1340, 55.8892225559, 4.10120487213, 199.976477841, True, False, False
1345, 56.0977644311, 4.82437086105, 197.198735528, True, False, False
1350, 56.3063063063, 4.82821130753, 196.670256471, True, False, False
1355, 56.5148481815, 4.82663822174, 197.15297326, True, False, False
1360, 56.7233900567, 4.84239196777, 196.843046597, True, False, False
1365, 56.9319319319, 5.08103132248, 195.534874125, True, False, False
1370, 57.1404738071, 8.63223838806, 187.119165822, True, False, False
1375, 57.3490156823, 13.8650369644, 179.912537606, True, False, False
1380, 57.5575575576, 12.969534874, 181.705189056, True, False, False
1385, 57.7660994328, 13.4524898529, 176.031173328, True, False, False
1390, 57.974641308, 14.2364969254, 175.322773428, True, False, False
1395, 58.1831831832, 12.4437227249, nan, True, False, False
1400, 58.3917250584, 12.2065134048, nan, False, False, False
1405, 58.6002669336, 14.6394300461, 173.840595057, True, False, False
1410, 58.8088088088, 14.2529277802, 172.706551428, True, False, False
1415, 59.017350684, 14.6084384918, 172.906976499, True, False, False
1420, 59.2258925592, 13.4366540909, 180.265972575, True, False, False
1425, 59.4344344344, 11.6488609314, nan, True, False, False
1430, 59.6429763096, 9.85884666443, nan, False, False, False
1435, 59.8515181849, 9.95217227936, nan, False, False, False
1440, 60.0600600601, 10.6268138885, nan, False, False, False
1445, 60.2686019353, 11.3622102737, nan, False, False, False
1450, 60.4771438105, 12.8226575851, 164.527290614, True, False, False
1455, 60.6856856857, 14.0128736496, 167.955171313, True, False, False
1460, 60.8942275609, 14.0237913132, 159.633063923, True, False, False
1465, 61.1027694361, 15.0787439346, 166.993029886, True, False, False
1470, 61.3113113113, 14.9581480026, 167.920870103, True, False, False
1475, 61.5198531865, 15.1298446655, 168.449239877, True, False, False
1480, 61.7283950617, 14.9829673767, 169.410165531, True, False, False
1485, 61.9369369369, 14.9617967606, 169.885068584, True, False, False
1490, 62.1454788121, 15.2520704269, 170.962995378, True, False, False
1495, 62.3540206874, 15.111992836, 171.089654406, True, False, False
1500, 62.5625625626, 15.0095663071, 171.096798784, True, False, False
1505, 62.7711044378, 15.0194692612, 170.718037474, True, False, False
1510, 62.979646313, 14.8861036301, 169.327151412, True, False, False
1515, 63.1881881882, 14.5713253021, 168.911602703, True, False, False
1520, 63.3967300634, 14.3712387085, 169.046007165, True, False, False
1525, 63.6052719386, 13.8740549088, 169.536687955, True, False, False
1530, 63.8138138138, 12.6124153137, 168.86096368, True, False, False
1535, 64.022355689, 11.5214080811, 170.115505506, True, False, False
